"icd","ccs","ccsdesc","icd_chp"
"7894",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78940",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78941",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78942",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78943",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78944",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78945",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78946",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78947",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"78949",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"7895",151,"Oth liver dx","symptoms, signs, and ill-defined conditions"
"78951",42,"2ndary malig","symptoms, signs, and ill-defined conditions"
"78959",151,"Oth liver dx","symptoms, signs, and ill-defined conditions"
"78960",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78961",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78962",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78963",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78964",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78965",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78966",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78967",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"78969",251,"Abdomnl pain","symptoms, signs, and ill-defined conditions"
"7897",224,"Ot perint dx","symptoms, signs, and ill-defined conditions"
"7899",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"7900",64,"Ot hematl dx","symptoms, signs, and ill-defined conditions"
"79001",64,"Ot hematl dx","symptoms, signs, and ill-defined conditions"
"79009",64,"Ot hematl dx","symptoms, signs, and ill-defined conditions"
"7901",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7902",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"79021",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"79022",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"79029",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"7903",663,"Screening and history of mental health an","symptoms, signs, and ill-defined conditions"
"7904",151,"Oth liver dx","symptoms, signs, and ill-defined conditions"
"7905",151,"Oth liver dx","symptoms, signs, and ill-defined conditions"
"7906",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7907",2,"Septicemia","symptoms, signs, and ill-defined conditions"
"7908",7,"Viral infect","symptoms, signs, and ill-defined conditions"
"7909",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79091",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79092",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79093",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79094",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79095",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79099",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7910",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7911",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7912",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7913",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7914",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7915",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"7916",49,"DiabMel no c","symptoms, signs, and ill-defined conditions"
"7917",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7919",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7920",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"7921",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"7922",166,"Oth male gen","symptoms, signs, and ill-defined conditions"
"7923",191,"Amnios dx","symptoms, signs, and ill-defined conditions"
"7924",137,"Mouth dx","symptoms, signs, and ill-defined conditions"
"7925",158,"Chr kidney disease","symptoms, signs, and ill-defined conditions"
"7929",258,"Other screen","symptoms, signs, and ill-defined conditions"
"7930",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"7931",133,"Oth low resp","symptoms, signs, and ill-defined conditions"
"79311",133,"Oth low resp","symptoms, signs, and ill-defined conditions"
"79319",133,"Oth low resp","symptoms, signs, and ill-defined conditions"
"7932",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7933",149,"Biliary dx","symptoms, signs, and ill-defined conditions"
"7934",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"7935",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7936",155,"Other GI dx","symptoms, signs, and ill-defined conditions"
"7937",211,"Ot conn tiss","symptoms, signs, and ill-defined conditions"
"7938",167,"Breast dx","symptoms, signs, and ill-defined conditions"
"79380",167,"Breast dx","symptoms, signs, and ill-defined conditions"
"79381",167,"Breast dx","symptoms, signs, and ill-defined conditions"
"79382",167,"Breast dx","symptoms, signs, and ill-defined conditions"
"79389",167,"Breast dx","symptoms, signs, and ill-defined conditions"
"7939",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79391",58,"Ot nutrit dx","symptoms, signs, and ill-defined conditions"
"79399",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79400",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79401",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79402",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79409",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79410",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79411",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79412",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79413",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79414",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79415",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79416",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79417",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79419",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"7942",133,"Oth low resp","symptoms, signs, and ill-defined conditions"
"79430",117,"Ot circul dx","symptoms, signs, and ill-defined conditions"
"79431",117,"Ot circul dx","symptoms, signs, and ill-defined conditions"
"79439",117,"Ot circul dx","symptoms, signs, and ill-defined conditions"
"7944",163,"Other GU dx","symptoms, signs, and ill-defined conditions"
"7945",48,"Thyroid dsor","symptoms, signs, and ill-defined conditions"
"7946",51,"Ot endo dsor","symptoms, signs, and ill-defined conditions"
"7947",58,"Ot nutrit dx","symptoms, signs, and ill-defined conditions"
"7948",151,"Oth liver dx","symptoms, signs, and ill-defined conditions"
"7949",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7950",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79500",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79501",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79502",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79503",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79504",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79505",9,"Sexual Infxs","symptoms, signs, and ill-defined conditions"
"79506",26,"Cervix cancr","symptoms, signs, and ill-defined conditions"
"79507",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79508",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79509",175,"Ot femal gen","symptoms, signs, and ill-defined conditions"
"7951",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79510",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79511",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79512",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79513",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79514",41,"Ot primry ca","symptoms, signs, and ill-defined conditions"
"79515",9,"Sexual Infxs","symptoms, signs, and ill-defined conditions"
"79516",28,"Fem genit ca","symptoms, signs, and ill-defined conditions"
"79518",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79519",9,"Sexual Infxs","symptoms, signs, and ill-defined conditions"
"7952",217,"Ot cong anom","symptoms, signs, and ill-defined conditions"
"7953",3,"Oth bact inf","symptoms, signs, and ill-defined conditions"
"79531",3,"Oth bact inf","symptoms, signs, and ill-defined conditions"
"79539",3,"Oth bact inf","symptoms, signs, and ill-defined conditions"
"7954",258,"Other screen","symptoms, signs, and ill-defined conditions"
"7955",10,"Immuniz/scrn","symptoms, signs, and ill-defined conditions"
"79551",10,"Immuniz/scrn","symptoms, signs, and ill-defined conditions"
"79552",10,"Immuniz/scrn","symptoms, signs, and ill-defined conditions"
"7956",10,"Immuniz/scrn","symptoms, signs, and ill-defined conditions"
"7957",58,"Ot nutrit dx","symptoms, signs, and ill-defined conditions"
"79571",5,"HIV infectn","symptoms, signs, and ill-defined conditions"
"79579",10,"Immuniz/scrn","symptoms, signs, and ill-defined conditions"
"7958",5,"HIV infectn","symptoms, signs, and ill-defined conditions"
"79581",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79582",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79589",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7960",244,"Other injury","symptoms, signs, and ill-defined conditions"
"7961",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"7962",117,"Ot circul dx","symptoms, signs, and ill-defined conditions"
"7963",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7964",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7965",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7966",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79670",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79671",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79672",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79673",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79674",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79675",9,"Sexual Infxs","symptoms, signs, and ill-defined conditions"
"79676",15,"Rctm/anus ca","symptoms, signs, and ill-defined conditions"
"79677",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79678",258,"Other screen","symptoms, signs, and ill-defined conditions"
"79679",9,"Sexual Infxs","symptoms, signs, and ill-defined conditions"
"7969",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"797",653,"Delirium/dementia/amnestic/other cognitiv","symptoms, signs, and ill-defined conditions"
"7980",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7981",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7982",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7989",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7990",244,"Other injury","symptoms, signs, and ill-defined conditions"
"79901",244,"Other injury","symptoms, signs, and ill-defined conditions"
"79902",244,"Other injury","symptoms, signs, and ill-defined conditions"
"7991",131,"Adlt resp fl","symptoms, signs, and ill-defined conditions"
"7992",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79921",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79922",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79923",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79924",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79925",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79929",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7993",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7994",52,"Nutrit defic","symptoms, signs, and ill-defined conditions"
"79951",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79952",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79953",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79954",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79955",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"79959",95,"Oth nerv dx","symptoms, signs, and ill-defined conditions"
"7998",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79981",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79982",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"79989",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"7999",259,"Unclassified","symptoms, signs, and ill-defined conditions"
"80000",228,"Fx skull fac","injury and poisoning"
"80001",228,"Fx skull fac","injury and poisoning"
"80002",228,"Fx skull fac","injury and poisoning"
"80003",228,"Fx skull fac","injury and poisoning"
"80004",228,"Fx skull fac","injury and poisoning"
"80005",228,"Fx skull fac","injury and poisoning"
"80006",228,"Fx skull fac","injury and poisoning"
"80009",228,"Fx skull fac","injury and poisoning"
"80010",233,"Intracrn inj","injury and poisoning"
"80011",233,"Intracrn inj","injury and poisoning"
"80012",233,"Intracrn inj","injury and poisoning"
"80013",233,"Intracrn inj","injury and poisoning"
"80014",233,"Intracrn inj","injury and poisoning"
"80015",233,"Intracrn inj","injury and poisoning"
"80016",233,"Intracrn inj","injury and poisoning"
"80019",233,"Intracrn inj","injury and poisoning"
"80020",233,"Intracrn inj","injury and poisoning"
"80021",233,"Intracrn inj","injury and poisoning"
"80022",233,"Intracrn inj","injury and poisoning"
"80023",233,"Intracrn inj","injury and poisoning"
"80024",233,"Intracrn inj","injury and poisoning"
"80025",233,"Intracrn inj","injury and poisoning"
"80026",233,"Intracrn inj","injury and poisoning"
"80029",233,"Intracrn inj","injury and poisoning"
"80030",233,"Intracrn inj","injury and poisoning"
"80031",233,"Intracrn inj","injury and poisoning"
"80032",233,"Intracrn inj","injury and poisoning"
"80033",233,"Intracrn inj","injury and poisoning"
"80034",233,"Intracrn inj","injury and poisoning"
"80035",233,"Intracrn inj","injury and poisoning"
"80036",233,"Intracrn inj","injury and poisoning"
"80039",233,"Intracrn inj","injury and poisoning"
"80040",233,"Intracrn inj","injury and poisoning"
"80041",233,"Intracrn inj","injury and poisoning"
"80042",233,"Intracrn inj","injury and poisoning"
"80043",233,"Intracrn inj","injury and poisoning"
"80044",233,"Intracrn inj","injury and poisoning"
"80045",233,"Intracrn inj","injury and poisoning"
"80046",233,"Intracrn inj","injury and poisoning"
"80049",233,"Intracrn inj","injury and poisoning"
"80050",228,"Fx skull fac","injury and poisoning"
"80051",228,"Fx skull fac","injury and poisoning"
"80052",228,"Fx skull fac","injury and poisoning"
"80053",228,"Fx skull fac","injury and poisoning"
"80054",228,"Fx skull fac","injury and poisoning"
"80055",228,"Fx skull fac","injury and poisoning"
"80056",228,"Fx skull fac","injury and poisoning"
"80059",228,"Fx skull fac","injury and poisoning"
"80060",233,"Intracrn inj","injury and poisoning"
"80061",233,"Intracrn inj","injury and poisoning"
"80062",233,"Intracrn inj","injury and poisoning"
"80063",233,"Intracrn inj","injury and poisoning"
"80064",233,"Intracrn inj","injury and poisoning"
"80065",233,"Intracrn inj","injury and poisoning"
"80066",233,"Intracrn inj","injury and poisoning"
"80069",233,"Intracrn inj","injury and poisoning"
"80070",233,"Intracrn inj","injury and poisoning"
"80071",233,"Intracrn inj","injury and poisoning"
"80072",233,"Intracrn inj","injury and poisoning"
"80073",233,"Intracrn inj","injury and poisoning"
"80074",233,"Intracrn inj","injury and poisoning"
"80075",233,"Intracrn inj","injury and poisoning"
"80076",233,"Intracrn inj","injury and poisoning"
"80079",233,"Intracrn inj","injury and poisoning"
"80080",233,"Intracrn inj","injury and poisoning"
"80081",233,"Intracrn inj","injury and poisoning"
"80082",233,"Intracrn inj","injury and poisoning"
"80083",233,"Intracrn inj","injury and poisoning"
"80084",233,"Intracrn inj","injury and poisoning"
"80085",233,"Intracrn inj","injury and poisoning"
"80086",233,"Intracrn inj","injury and poisoning"
"80089",233,"Intracrn inj","injury and poisoning"
"80090",233,"Intracrn inj","injury and poisoning"
"80091",233,"Intracrn inj","injury and poisoning"
"80092",233,"Intracrn inj","injury and poisoning"
"80093",233,"Intracrn inj","injury and poisoning"
"80094",233,"Intracrn inj","injury and poisoning"
"80095",233,"Intracrn inj","injury and poisoning"
"80096",233,"Intracrn inj","injury and poisoning"
"80099",233,"Intracrn inj","injury and poisoning"
"80100",228,"Fx skull fac","injury and poisoning"
"80101",228,"Fx skull fac","injury and poisoning"
"80102",228,"Fx skull fac","injury and poisoning"
"80103",228,"Fx skull fac","injury and poisoning"
"80104",228,"Fx skull fac","injury and poisoning"
"80105",228,"Fx skull fac","injury and poisoning"
"80106",228,"Fx skull fac","injury and poisoning"
"80109",228,"Fx skull fac","injury and poisoning"
"80110",233,"Intracrn inj","injury and poisoning"
"80111",233,"Intracrn inj","injury and poisoning"
"80112",233,"Intracrn inj","injury and poisoning"
"80113",233,"Intracrn inj","injury and poisoning"
"80114",233,"Intracrn inj","injury and poisoning"
"80115",233,"Intracrn inj","injury and poisoning"
"80116",233,"Intracrn inj","injury and poisoning"
"80119",233,"Intracrn inj","injury and poisoning"
"80120",233,"Intracrn inj","injury and poisoning"
"80121",233,"Intracrn inj","injury and poisoning"
"80122",233,"Intracrn inj","injury and poisoning"
"80123",233,"Intracrn inj","injury and poisoning"
"80124",233,"Intracrn inj","injury and poisoning"
"80125",233,"Intracrn inj","injury and poisoning"
"80126",233,"Intracrn inj","injury and poisoning"
"80129",233,"Intracrn inj","injury and poisoning"
"80130",233,"Intracrn inj","injury and poisoning"
"80131",233,"Intracrn inj","injury and poisoning"
"80132",233,"Intracrn inj","injury and poisoning"
"80133",233,"Intracrn inj","injury and poisoning"
"80134",233,"Intracrn inj","injury and poisoning"
"80135",233,"Intracrn inj","injury and poisoning"
"80136",233,"Intracrn inj","injury and poisoning"
"80139",233,"Intracrn inj","injury and poisoning"
"80140",233,"Intracrn inj","injury and poisoning"
"80141",233,"Intracrn inj","injury and poisoning"
"80142",233,"Intracrn inj","injury and poisoning"
"80143",233,"Intracrn inj","injury and poisoning"
"80144",233,"Intracrn inj","injury and poisoning"
"80145",233,"Intracrn inj","injury and poisoning"
"80146",233,"Intracrn inj","injury and poisoning"
"80149",233,"Intracrn inj","injury and poisoning"
"80150",228,"Fx skull fac","injury and poisoning"
"80151",228,"Fx skull fac","injury and poisoning"
"80152",228,"Fx skull fac","injury and poisoning"
"80153",228,"Fx skull fac","injury and poisoning"
"80154",228,"Fx skull fac","injury and poisoning"
"80155",228,"Fx skull fac","injury and poisoning"
"80156",228,"Fx skull fac","injury and poisoning"
"80159",228,"Fx skull fac","injury and poisoning"
"80160",233,"Intracrn inj","injury and poisoning"
"80161",233,"Intracrn inj","injury and poisoning"
"80162",233,"Intracrn inj","injury and poisoning"
"80163",233,"Intracrn inj","injury and poisoning"
"80164",233,"Intracrn inj","injury and poisoning"
"80165",233,"Intracrn inj","injury and poisoning"
"80166",233,"Intracrn inj","injury and poisoning"
"80169",233,"Intracrn inj","injury and poisoning"
"80170",233,"Intracrn inj","injury and poisoning"
"80171",233,"Intracrn inj","injury and poisoning"
"80172",233,"Intracrn inj","injury and poisoning"
"80173",233,"Intracrn inj","injury and poisoning"
"80174",233,"Intracrn inj","injury and poisoning"
"80175",233,"Intracrn inj","injury and poisoning"
"80176",233,"Intracrn inj","injury and poisoning"
"80179",233,"Intracrn inj","injury and poisoning"
"80180",233,"Intracrn inj","injury and poisoning"
"80181",233,"Intracrn inj","injury and poisoning"
"80182",233,"Intracrn inj","injury and poisoning"
"80183",233,"Intracrn inj","injury and poisoning"
"80184",233,"Intracrn inj","injury and poisoning"
"80185",233,"Intracrn inj","injury and poisoning"
"80186",233,"Intracrn inj","injury and poisoning"
"80189",233,"Intracrn inj","injury and poisoning"
"80190",233,"Intracrn inj","injury and poisoning"
"80191",233,"Intracrn inj","injury and poisoning"
"80192",233,"Intracrn inj","injury and poisoning"
"80193",233,"Intracrn inj","injury and poisoning"
"80194",233,"Intracrn inj","injury and poisoning"
"80195",233,"Intracrn inj","injury and poisoning"
"80196",233,"Intracrn inj","injury and poisoning"
"80199",233,"Intracrn inj","injury and poisoning"
"8020",228,"Fx skull fac","injury and poisoning"
"8021",228,"Fx skull fac","injury and poisoning"
"80220",228,"Fx skull fac","injury and poisoning"
"80221",228,"Fx skull fac","injury and poisoning"
"80222",228,"Fx skull fac","injury and poisoning"
"80223",228,"Fx skull fac","injury and poisoning"
"80224",228,"Fx skull fac","injury and poisoning"
"80225",228,"Fx skull fac","injury and poisoning"
"80226",228,"Fx skull fac","injury and poisoning"
"80227",228,"Fx skull fac","injury and poisoning"
"80228",228,"Fx skull fac","injury and poisoning"
"80229",228,"Fx skull fac","injury and poisoning"
"80230",228,"Fx skull fac","injury and poisoning"
"80231",228,"Fx skull fac","injury and poisoning"
"80232",228,"Fx skull fac","injury and poisoning"
"80233",228,"Fx skull fac","injury and poisoning"
"80234",228,"Fx skull fac","injury and poisoning"
"80235",228,"Fx skull fac","injury and poisoning"
"80236",228,"Fx skull fac","injury and poisoning"
"80237",228,"Fx skull fac","injury and poisoning"
"80238",228,"Fx skull fac","injury and poisoning"
"80239",228,"Fx skull fac","injury and poisoning"
"8024",228,"Fx skull fac","injury and poisoning"
"8025",228,"Fx skull fac","injury and poisoning"
"8026",228,"Fx skull fac","injury and poisoning"
"8027",228,"Fx skull fac","injury and poisoning"
"8028",228,"Fx skull fac","injury and poisoning"
"8029",228,"Fx skull fac","injury and poisoning"
"80300",228,"Fx skull fac","injury and poisoning"
"80301",228,"Fx skull fac","injury and poisoning"
"80302",228,"Fx skull fac","injury and poisoning"
"80303",228,"Fx skull fac","injury and poisoning"
"80304",228,"Fx skull fac","injury and poisoning"
"80305",228,"Fx skull fac","injury and poisoning"
"80306",228,"Fx skull fac","injury and poisoning"
"80309",228,"Fx skull fac","injury and poisoning"
"80310",233,"Intracrn inj","injury and poisoning"
"80311",233,"Intracrn inj","injury and poisoning"
"80312",233,"Intracrn inj","injury and poisoning"
"80313",233,"Intracrn inj","injury and poisoning"
"80314",233,"Intracrn inj","injury and poisoning"
"80315",233,"Intracrn inj","injury and poisoning"
"80316",233,"Intracrn inj","injury and poisoning"
"80319",233,"Intracrn inj","injury and poisoning"
"80320",233,"Intracrn inj","injury and poisoning"
"80321",233,"Intracrn inj","injury and poisoning"
"80322",233,"Intracrn inj","injury and poisoning"
"80323",233,"Intracrn inj","injury and poisoning"
"80324",233,"Intracrn inj","injury and poisoning"
"80325",233,"Intracrn inj","injury and poisoning"
"80326",233,"Intracrn inj","injury and poisoning"
"80329",233,"Intracrn inj","injury and poisoning"
"80330",233,"Intracrn inj","injury and poisoning"
"80331",233,"Intracrn inj","injury and poisoning"
"80332",233,"Intracrn inj","injury and poisoning"
"80333",233,"Intracrn inj","injury and poisoning"
"80334",233,"Intracrn inj","injury and poisoning"
"80335",233,"Intracrn inj","injury and poisoning"
"80336",233,"Intracrn inj","injury and poisoning"
"80339",233,"Intracrn inj","injury and poisoning"
"80340",233,"Intracrn inj","injury and poisoning"
"80341",233,"Intracrn inj","injury and poisoning"
"80342",233,"Intracrn inj","injury and poisoning"
"80343",233,"Intracrn inj","injury and poisoning"
"80344",233,"Intracrn inj","injury and poisoning"
"80345",233,"Intracrn inj","injury and poisoning"
"80346",233,"Intracrn inj","injury and poisoning"
"80349",233,"Intracrn inj","injury and poisoning"
"80350",228,"Fx skull fac","injury and poisoning"
"80351",228,"Fx skull fac","injury and poisoning"
"80352",228,"Fx skull fac","injury and poisoning"
"80353",228,"Fx skull fac","injury and poisoning"
"80354",228,"Fx skull fac","injury and poisoning"
"80355",228,"Fx skull fac","injury and poisoning"
"80356",228,"Fx skull fac","injury and poisoning"
"80359",228,"Fx skull fac","injury and poisoning"
"80360",233,"Intracrn inj","injury and poisoning"
"80361",233,"Intracrn inj","injury and poisoning"
"80362",233,"Intracrn inj","injury and poisoning"
"80363",233,"Intracrn inj","injury and poisoning"
"80364",233,"Intracrn inj","injury and poisoning"
"80365",233,"Intracrn inj","injury and poisoning"
"80366",233,"Intracrn inj","injury and poisoning"
"80369",233,"Intracrn inj","injury and poisoning"
"80370",233,"Intracrn inj","injury and poisoning"
"80371",233,"Intracrn inj","injury and poisoning"
"80372",233,"Intracrn inj","injury and poisoning"
"80373",233,"Intracrn inj","injury and poisoning"
"80374",233,"Intracrn inj","injury and poisoning"
"80375",233,"Intracrn inj","injury and poisoning"
"80376",233,"Intracrn inj","injury and poisoning"
"80379",233,"Intracrn inj","injury and poisoning"
"80380",233,"Intracrn inj","injury and poisoning"
"80381",233,"Intracrn inj","injury and poisoning"
"80382",233,"Intracrn inj","injury and poisoning"
"80383",233,"Intracrn inj","injury and poisoning"
"80384",233,"Intracrn inj","injury and poisoning"
"80385",233,"Intracrn inj","injury and poisoning"
"80386",233,"Intracrn inj","injury and poisoning"
"80389",233,"Intracrn inj","injury and poisoning"
"80390",233,"Intracrn inj","injury and poisoning"
"80391",233,"Intracrn inj","injury and poisoning"
"80392",233,"Intracrn inj","injury and poisoning"
"80393",233,"Intracrn inj","injury and poisoning"
"80394",233,"Intracrn inj","injury and poisoning"
"80395",233,"Intracrn inj","injury and poisoning"
"80396",233,"Intracrn inj","injury and poisoning"
"80399",233,"Intracrn inj","injury and poisoning"
"80400",228,"Fx skull fac","injury and poisoning"
"80401",228,"Fx skull fac","injury and poisoning"
"80402",228,"Fx skull fac","injury and poisoning"
"80403",228,"Fx skull fac","injury and poisoning"
"80404",228,"Fx skull fac","injury and poisoning"
"80405",228,"Fx skull fac","injury and poisoning"
"80406",228,"Fx skull fac","injury and poisoning"
"80409",228,"Fx skull fac","injury and poisoning"
"80410",233,"Intracrn inj","injury and poisoning"
"80411",233,"Intracrn inj","injury and poisoning"
"80412",233,"Intracrn inj","injury and poisoning"
"80413",233,"Intracrn inj","injury and poisoning"
"80414",233,"Intracrn inj","injury and poisoning"
"80415",233,"Intracrn inj","injury and poisoning"
"80416",233,"Intracrn inj","injury and poisoning"
"80419",233,"Intracrn inj","injury and poisoning"
"80420",233,"Intracrn inj","injury and poisoning"
"80421",233,"Intracrn inj","injury and poisoning"
"80422",233,"Intracrn inj","injury and poisoning"
"80423",233,"Intracrn inj","injury and poisoning"
"80424",233,"Intracrn inj","injury and poisoning"
"80425",233,"Intracrn inj","injury and poisoning"
"80426",233,"Intracrn inj","injury and poisoning"
"80429",233,"Intracrn inj","injury and poisoning"
"80430",233,"Intracrn inj","injury and poisoning"
"80431",233,"Intracrn inj","injury and poisoning"
"80432",233,"Intracrn inj","injury and poisoning"
"80433",233,"Intracrn inj","injury and poisoning"
"80434",233,"Intracrn inj","injury and poisoning"
"80435",233,"Intracrn inj","injury and poisoning"
"80436",233,"Intracrn inj","injury and poisoning"
"80439",233,"Intracrn inj","injury and poisoning"
"80440",233,"Intracrn inj","injury and poisoning"
"80441",233,"Intracrn inj","injury and poisoning"
"80442",233,"Intracrn inj","injury and poisoning"
"80443",233,"Intracrn inj","injury and poisoning"
"80444",233,"Intracrn inj","injury and poisoning"
"80445",233,"Intracrn inj","injury and poisoning"
"80446",233,"Intracrn inj","injury and poisoning"
"80449",233,"Intracrn inj","injury and poisoning"
"80450",228,"Fx skull fac","injury and poisoning"
"80451",228,"Fx skull fac","injury and poisoning"
"80452",228,"Fx skull fac","injury and poisoning"
"80453",228,"Fx skull fac","injury and poisoning"
"80454",228,"Fx skull fac","injury and poisoning"
"80455",228,"Fx skull fac","injury and poisoning"
"80456",228,"Fx skull fac","injury and poisoning"
"80459",228,"Fx skull fac","injury and poisoning"
"80460",233,"Intracrn inj","injury and poisoning"
"80461",233,"Intracrn inj","injury and poisoning"
"80462",233,"Intracrn inj","injury and poisoning"
"80463",233,"Intracrn inj","injury and poisoning"
"80464",233,"Intracrn inj","injury and poisoning"
